Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
E02003123,83,121,159,155,86,604
E02003124,89,137,174,146,71,617
E02003125,73,81,129,146,66,494
E02003126,77,73,119,148,65,482
E02003127,104,118,175,153,76,626
E02003128,92,139,192,173,91,688
E02003129,45,69,116,103,59,393
E02003130,121,165,234,233,96,849
E02003131,75,105,158,144,85,568
E02003132,65,105,154,145,71,540
E02003133,65,83,127,129,58,463
E02003134,78,117,154,152,62,563
E02003135,106,169,190,139,49,654
E02003136,46,53,123,119,80,422
E02003137,45,45,120,112,56,378
E02003138,63,96,152,100,35,446
E02003139,47,70,117,91,29,355
E02003140,48,64,134,114,61,421
E02003141,100,160,207,171,61,699
E02003142,116,160,227,200,92,795
E02003143,55,93,131,132,65,476
E02003144,377,120,91,68,37,695
E02003145,98,105,132,133,60,528
E02003146,236,146,159,104,41,686
E02003147,136,203,209,166,62,775
E02003148,414,147,143,126,64,895
E02003149,259,200,198,140,58,854
E02003150,228,268,264,242,101,1104
E02003151,38,38,90,104,71,342
E02003152,60,65,149,154,78,507
E02003153,45,68,108,105,57,384
E02003154,81,90,148,161,92,571
E02003155,49,56,116,120,95,436
E02003156,78,111,184,160,69,601
E02003157,80,93,156,158,65,552
E02003158,44,60,105,113,84,406
E02003159,64,86,129,129,57,465
E02003161,112,122,158,181,77,650
E02003163,47,67,134,198,154,600
E02003164,52,62,134,158,107,513
E02003165,51,60,139,131,74,454
E02003166,124,141,245,248,119,877
E02003167,100,127,195,242,165,830
E02003168,42,47,106,135,85,416
E02003169,29,31,74,111,80,325
E02003170,68,67,143,208,147,633
E02003171,53,65,123,155,100,496
E02004129,27,32,78,102,64,303
E02004130,49,55,101,104,81,391
E02004131,31,46,89,83,46,294
E02004132,45,49,130,154,71,449
E02004133,52,66,124,134,94,470
E02004134,54,97,162,143,60,517
E02004135,39,35,99,150,96,418
E02004136,38,37,109,121,66,371
E02004137,23,27,68,101,71,290
E02004138,28,30,75,104,97,334
E02004139,33,39,87,99,78,336
E02004140,18,21,41,72,69,221
E02004141,35,28,77,94,45,279
E02004142,56,58,75,82,45,316
E02004143,29,34,86,92,46,287
E02004144,32,43,100,96,56,328
E02004145,20,19,63,77,65,244
E02004146,52,64,136,127,64,443
E02004147,78,105,145,136,60,524
E02004148,44,49,102,123,113,431
E02004149,260,58,69,77,38,501
E02004150,126,115,133,107,43,523
E02004151,69,101,157,128,72,527
E02004152,406,101,82,57,32,678
E02004153,64,122,149,109,35,479
E02004154,158,133,135,81,36,544
E02004155,80,115,151,145,77,569
E02004156,318,254,188,135,73,968
E02004157,47,88,107,83,40,364
E02004158,79,155,176,129,55,595
E02004159,65,133,172,128,51,549
E02004160,52,75,136,128,68,460
E02004161,101,144,197,160,66,669
