Area,2009-2011,2010-2012,2011-2013,2012-2014,2013-2015,2014-2016
E01015244,3305.010022,3242.964443,3220.554471,3144.367447,3179.918104,3006.508375
E01015245,3572.767823,3287.117253,3180.463039,3016.531026,3060.337884,3167.076702
E01015246,3349.888798,3730.272064,3341.909068,3188.866479,3350.483911,3036.711733
E01015247,3023.817101,2976.582764,2902.52752,2697.23852,2753.173586,2803.210299
E01015248,3714.828323,3547.683895,3646.374293,3478.103161,3351.623931,3361.216262
E01015249,3418.426389,3405.964738,3426.556515,3263.303814,3286.819685,3249.66228
E01015250,3094.55004,2961.794625,3253.895641,3087.22689,3112.874259,2780.926193
E01015251,3621.111461,3320.996755,3910.555465,3415.543325,3545.145469,3450.402857
E01015252,2448.331443,2449.375305,2318.18498,2247.617383,2243.531355,2167.206735
E01015253,2563.920112,2943.228699,2609.784182,2542.827446,2544.210452,2585.568594
E01015254,3255.749659,3250.57651,3268.04105,3065.037736,2958.784761,2956.853778
E01015255,3433.638978,3681.40209,3356.422218,3195.402118,3313.506353,3285.531352
E01015256,3237.235125,3745.399701,3639.917956,3444.413588,3566.869136,3390.555539
E01015257,4017.125979,3858.286799,4103.52545,3903.369659,3954.851618,3916.699011
E01015258,2782.798161,2663.799435,2696.657547,2497.496292,2506.010082,2540.824758
E01015259,3539.650364,3521.15586,3618.538862,3380.988676,3326.464401,3339.480966
E01015260,3530.562171,3467.465936,3549.78706,3369.865525,3372.341113,3371.415586
E01015261,3005.263048,3002.56008,2917.388435,2758.191337,2817.058443,2824.369897
E01015262,3502.136201,3487.269648,3567.942983,3307.151048,3421.288054,3319.564186
E01015263,3627.923653,3557.39952,3474.665751,3374.079652,3323.273939,3275.880961
E01015264,3468.475048,3561.09476,3315.040212,3138.373409,3242.072257,3010.450367
E01015265,3171.146241,3256.599294,3217.633126,2987.615692,3236.593396,3204.835533
E01015266,3580.327284,3436.273059,3879.360293,3565.669305,3678.463115,3457.17462
E01015267,3123.226026,3329.620857,3382.774241,3251.634642,3392.855137,3037.301863
E01015268,3113.027756,3443.118663,3252.03828,2971.860322,3096.83534,3331.624894
E01015269,2551.501251,2575.551657,2599.491679,2412.069452,2274.130136,2067.860922
E01015270,3249.270635,3077.190491,3146.986995,2738.237468,2991.28884,2802.612471
E01015271,2967.348652,2932.403437,2743.102811,2750.331639,2743.535028,2811.357021
E01019886,1792.796979,1997.642173,1919.14698,1775.024749,1877.569679,1828.570105
E01019887,2799.520369,2738.013693,2710.144551,2491.654269,2442.555571,2564.551799
E01019888,2790.71767,2779.401921,2580.319758,2366.171237,2451.349613,2507.497959
E01019889,2272.58731,2380.850053,2273.228487,2106.71869,2079.045022,2168.094232
E01019890,2780.186624,2469.634236,2560.818071,2500.380805,2479.497299,2511.919418
E01019891,2750.015125,2957.686486,3095.041799,2830.499125,2773.678368,2759.553149
E01019892,2944.140747,2681.220467,2937.695902,2721.270856,2596.000316,2353.652756
E01019893,2942.0606,2856.861545,2886.008218,2743.135945,2949.099089,2793.879742
E01019894,2675.176577,2900.153683,3008.929659,2630.950786,2612.503011,2575.203607
E01019895,3930.798992,3284.517815,3194.644836,3097.702929,3283.491059,3176.333685
E01019896,3422.792523,3475.716643,3251.043734,2964.829754,2999.397638,2828.493091
E01019897,2896.014048,3203.282999,3235.75159,3047.20219,2991.246065,2736.631724
E01019898,2446.381178,2344.824442,2440.521427,2316.393062,2274.651435,2089.1055
E01019899,2958.583169,3041.779042,2872.377736,2485.668437,2488.068575,2478.831409
E01019900,2523.939636,2802.386135,2328.253725,2179.143066,2317.118391,2103.628773
E01019901,4413.760442,3923.784788,3742.66043,3626.153649,3541.298675,3560.456463
E01019902,3252.596074,3127.068585,2751.719218,2579.627855,2516.50336,2401.836967
E01019903,2430.540559,2569.847832,2575.602964,2379.400684,2371.019125,2241.937905
E01019904,4477.361615,4165.692391,4200.613363,3868.498272,3906.317627,3790.6389
E01019905,3056.178144,2943.432799,2769.804844,2550.227007,2580.421581,2564.750541
E01019906,3597.307046,3690.450579,3528.997919,3338.447415,3270.739865,3205.116029
E01019907,3368.971118,3627.392921,3291.216012,2958.241078,3172.959715,3008.667443
E01019908,3456.151184,3439.463312,3231.594465,3089.449471,3031.652812,2950.30468
E01019909,3068.871417,3020.302597,2659.995994,2511.580374,2530.165392,2534.043963
E01019910,3957.100972,3828.27282,3496.729982,3343.835577,3294.385425,3195.648828
E01019911,4038.045573,3968.523497,3655.187275,3471.486915,3252.910638,3273.004618
E01019912,3416.639491,3524.388514,3412.730446,3272.634418,3133.997099,3425.945812
E01019913,3940.269817,3153.653096,3254.892198,2777.328458,2938.468937,3167.845015
E01019914,3436.502369,3613.822807,3476.579652,3341.692286,3288.774997,3162.706981
E01019915,3187.543521,3370.103812,3215.423548,3055.601179,3044.15888,2865.692963
E01019916,3373.234531,3133.107723,3094.602174,2993.755996,2977.233926,2958.476211
E01019917,3608.309826,3467.90306,3402.848849,3273.619111,3200.971479,3417.340688
E01019918,3153.669157,3105.875088,2905.933761,2765.12636,2744.66483,2853.823884
E01019919,3593.814184,3490.124386,3341.844705,3242.839913,3202.074522,3203.889698
E01019920,4161.499837,4010.181573,3760.130877,3545.947014,3592.922495,3284.707559
E01019921,3785.793318,3819.215291,3561.611804,3325.408309,3342.087112,3272.794812
E01019922,4229.994847,4361.818787,4198.480583,3973.384369,4136.918763,3931.125177
E01019923,4499.935793,4478.194072,4465.616208,4215.233062,4353.528557,4202.176201
E01019924,3797.025399,3921.270449,3687.12868,3495.315392,3507.468986,3439.580648
E01019925,3745.841791,3303.30824,3494.726701,3254.575033,3206.270792,3140.294479
E01019927,5289.021532,5142.687171,4996.171391,4804.243533,4752.146036,4398.319157
E01019928,5036.320237,4483.941527,4654.167422,4270.345665,4431.090211,4420.255158
E01019929,4342.296521,4227.437799,4174.463547,3885.160546,3882.13348,3881.777543
E01019930,4206.096212,4182.814629,3855.667053,3544.508978,3461.871819,3390.060168
E01019931,3875.955103,4031.453108,3866.859974,3578.617164,3536.616493,3553.911572
E01019932,4202.071931,4121.559147,3835.989364,3679.668471,3549.528014,3767.621205
E01019933,5072.190516,4674.394811,5026.36952,4820.201814,4276.253701,4261.25059
E01019934,3954.447824,3959.285757,3822.597129,3511.561661,3490.765898,3596.646348
E01019935,3562.517701,3509.551855,3952.345182,3513.453744,3611.178041,3397.197245
E01019936,4640.233274,4074.379137,2669.520501,3026.039651,3147.708959,2998.673295
E01019937,2667.940461,2610.424218,2458.975854,2369.008432,2491.21391,2418.499511
E01019938,2736.858709,3064.199557,2697.60364,2563.966713,2643.401718,2634.169511
E01019939,3151.819943,3059.698385,2834.908199,2480.13368,2790.718219,2695.88173
E01019940,3891.10337,2962.631214,2723.716511,2523.162698,2659.642117,2548.688932
E01019942,2672.023936,2646.056528,2740.096951,2540.338231,2599.822948,2498.924044
E01019943,2870.970582,2739.823547,2656.151843,2566.98935,2737.447635,2557.988241
E01019944,2715.944087,2734.503489,2602.074845,2493.98281,2581.843489,2573.207321
E01019945,2644.020304,2670.463604,2533.777834,2376.859704,2451.989403,2432.174982
E01019946,3239.251466,2622.73695,2563.475404,2412.637658,2439.161057,2405.379093
E01019947,2536.186475,2538.618368,2567.001044,2279.064068,2286.542598,2317.812897
E01019948,3019.678766,3212.184628,2860.688833,2727.540264,2848.196281,2725.259813
E01019949,2342.135648,2706.723941,2729.517842,2409.138717,2443.610026,2381.194817
E01019950,3765.971743,3981.378122,3859.368211,3457.314524,3622.630114,3297.77385
E01019951,2332.113505,2279.766881,2331.690721,2124.248327,2357.709743,2421.027363
E01019952,2636.908167,2698.348832,2695.105517,2494.968863,2458.918976,2454.765744
E01019953,3212.765622,3274.806105,3356.566161,3004.627217,3171.796534,3027.27779
E01019954,3219.161238,3041.755673,2925.636296,2664.007693,2770.060125,2756.130899
E01019955,2751.801642,3004.635258,2359.270728,2239.675335,2511.61135,2480.124829
E01019956,2407.273646,2564.697087,2230.498541,2134.023214,2391.445566,2398.852991
E01019957,2424.837493,1979.015699,1955.469768,1795.285439,1739.030484,1752.630904
E01019958,2190.751828,2125.678793,2028.518765,1897.056633,2070.583576,2185.695402
E01019959,4284.302368,4044.411127,4388.793894,4205.491025,4168.369213,3645.276558
E01019960,3038.953396,2820.241103,3021.863778,2880.209346,2928.373633,2732.434031
E01019961,1733.051977,1850.878017,1951.346117,1802.871419,1864.901422,1691.387903
E01019962,2254.4119,2285.281787,2179.82298,2034.590412,2104.493941,2026.640204
E01019963,2979.595243,2829.945316,2616.287661,2472.424428,2567.700588,2478.153802
E01019964,2637.22467,2407.973698,2365.133924,2211.372814,2352.633165,2698.565469
E01019965,3276.707926,3004.140025,2911.555773,2844.148101,2846.455225,2779.172851
E01019966,2830.722721,3169.36058,3215.562247,2995.403257,3140.858301,2813.80068
E01019967,2776.604798,2905.336297,3120.420371,2949.272878,3141.899415,2770.382546
E01019968,3157.336972,2931.334274,2734.283664,2533.496201,2808.744683,2671.353583
E01019969,3074.895983,3344.541534,3283.103368,2990.237942,2931.373917,2778.911372
E01019970,3344.295901,3074.679288,2888.586123,2727.81804,2767.34751,2559.056697
E01019971,2830.859062,3179.234982,2923.094531,2698.975321,2558.539697,2533.501215
E01019972,3129.670137,3013.716559,3074.805658,2883.170041,2970.848097,2803.088584
E01019973,3193.101385,3222.731495,2865.321121,2723.29711,2814.978322,2867.856838
E01019974,3249.003196,3443.155549,3461.81863,3170.242585,3191.507475,3125.175703
