Area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
E01015098,0.005725961,0.005809042,0.003774442,0.003770227,0.00370812,0.003601334,0.00342942,0.00337458,0.003324738,0.003301979,0.005092832,0.005178983,0.005014327,0.003270001,0.003270001,0.003270001
E01015099,0.00539926,0.003419002,0.003384729,0.003344497,0.003289113,0.003076346,0.003130539,0.003150989,0.003192701,0.00327317,0.00329232,0.003384729,0.004995077,0.004924189,0.004924189,0.004924189
E01015100,0.003856347,0,0.004060393,0.003869606,0.003612895,0.003582231,0.003401779,0.003314946,0.003298753,0.003254243,0.003171708,0.003093256,0.003076346,0.00470602,0.00305685,0.00470602
E01015101,0.005996439,0.003951111,0.003997894,0.006045192,0.006024201,0.003887426,0.003869606,0.005955271,0.005887901,0.005835093,0.005928139,0.005962093,0.007440978,0.00748313,0.005907952,0.005907952
E01015102,0.003782899,0.003651971,0.003628424,0.0035078,0.003593668,0.00337458,0.00310749,0.004659674,0.00581601,0.004486939,0.005745184,0.005680943,0.00581601,0.005700556,0.005700556,0.005700556
E01015103,0.005349316,0.006762888,0.005236298,0.005246855,0.005148246,0.005173834,0.005138081,0.003279529,0.005158451,0.005278785,0.005163569,0.005063106,0.005087853,0.005014327,0.005014327,0.005014327
E01015104,0.003578434,0.005410485,0.005231035,0.00342942,0.003361144,0.003357801,0,0,0.003593668,0.005393664,0.003511448,0.003482475,0.005484604,0.003597497,0.003597497,0.003597497
E01015105,0,0.0034364,0,0,0,0.003314946,0.003314946,0.005184141,0.005107826,0.005133014,0.003377956,0.005068036,0.003298753,0.005072976,0.005072976,0.005072976
E01015106,0.004882364,0.004640787,0.004799092,0.007330919,0.006977134,0.006958478,0.006514301,0.004186246,0.006378581,0.006489933,0.008147769,0.006530649,0.006433775,0.004186246,0.004186246,0.004186246
E01015107,0.004766356,0.00619806,0.004810409,0.006006418,0.007118688,0.007138272,0.007105691,0.007271641,0.00619806,0.006233155,0.006250853,0.007354082,0.005072976,0.005112844,0.006477682,0.005112844
E01015108,0,0.003207867,0.00449081,0.004395984,0.004319371,0.005599073,0.004319371,0.005469252,0.004224706,0.002746087,0.004351876,0.004373819,0.00569564,0.006661755,0.005661465,0.006661755
E01015109,0.004961743,0.004873469,0.004928852,0.004819318,0.004846242,0.004910252,0.003142192,0.004910252,0.004873469,0.006192249,0.00316576,0.006117687,0.006239043,0.006346962,0.006346962,0.006346962
E01015110,0.00434461,0.002906847,0.002845602,0,0.002848002,0.004448588,0.004452393,0.002899359,0.002965567,0.00466385,0.004832742,0.006233155,0.005087853,0.00645237,0.00645237,0.00645237
E01015111,0.00434824,0.004355517,0.004392274,0.002889434,0.004276779,0.002782292,0.004340986,0.004359165,0.004326552,0.002929545,0.002879577,0.00292194,0.004601993,0.00577028,0.006789593,0.006789593
