Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
E01020253,13,16,18,12,4,63
E01020254,22,22,31,29,13,117
E01020255,13,9,18,15,10,65
E01020256,12,10,21,18,9,69
E01020257,10,10,11,12,5,47
E01020258,11,11,16,17,9,63
E01020259,5,7,16,16,10,54
E01020260,5,4,8,10,9,37
E01020261,6,4,12,10,8,40
E01020262,16,9,25,40,24,114
E01020263,10,9,18,18,17,72
E01020264,18,22,29,39,22,130
E01020265,9,14,15,13,9,61
E01020266,13,9,15,15,9,62
E01020267,9,8,12,15,8,53
E01020268,6,4,14,13,11,48
E01020269,15,29,45,54,44,188
E01020270,9,17,15,14,8,62
E01020271,26,22,34,37,15,133
E01020272,37,23,44,37,19,159
E01020273,7,8,13,13,7,48
E01020274,10,6,18,21,10,65
E01020275,13,17,24,42,20,116
E01020276,10,7,21,19,13,69
E01020277,35,33,59,53,35,215
E01020278,16,11,24,23,11,85
E01020279,34,70,68,52,28,253
E01020280,47,57,77,62,29,272
E01020281,17,13,20,17,9,76
E01020282,19,18,32,37,23,130
E01020283,12,12,18,21,12,75
E01020284,27,32,56,46,18,179
E01020285,29,37,50,44,16,176
E01020286,22,18,37,49,27,153
E01020287,22,11,38,48,28,147
E01020288,19,21,37,47,29,153
E01020289,15,13,36,48,31,143
E01020290,17,18,37,48,34,153
E01020291,20,23,38,48,27,155
E01020292,19,15,38,41,27,140
E01020293,25,23,60,56,35,198
E01020294,22,28,48,44,26,167
E01020295,11,9,20,22,14,76
E01020296,12,9,18,21,14,75
E01020297,13,24,38,37,32,144
E01020298,8,11,18,15,13,65
E01020299,10,11,22,26,17,86
E01020300,10,13,14,15,11,61
E01020301,18,17,22,30,16,103
E01020302,21,22,40,52,29,163
E01020303,11,10,16,27,13,76
E01020304,18,17,25,21,11,91
E01020305,11,16,31,28,14,101
E01020306,8,9,14,9,5,45
E01020307,28,23,37,30,20,138
E01020308,16,13,23,31,14,96
E01020309,23,17,39,53,31,163
E01020310,21,31,45,57,48,202
E01020311,20,24,45,57,39,184
E01020312,9,6,16,21,18,71
E01020313,19,17,32,33,19,120
E01020314,17,12,37,49,30,146
E01020315,11,10,20,19,10,70
E01020316,9,15,14,20,10,67
E01020317,6,7,10,15,10,47
E01020318,6,7,13,12,9,46
E01020319,12,10,18,27,13,81
E01020320,17,20,37,52,33,158
E01020321,27,36,58,64,29,215
E01020322,26,39,53,62,38,218
E01020323,31,64,77,83,30,285
E01020324,9,6,17,24,12,69
E01020325,15,12,19,25,12,83
E01020326,15,14,33,28,13,103
E01020327,11,17,19,12,8,67
E01020328,31,39,66,42,19,196
E01020329,12,13,18,27,12,82
E01020330,26,27,51,38,28,171
E01020331,12,10,22,19,13,75
E01020332,15,23,23,22,11,94
E01020333,12,10,19,18,8,67
E01020334,23,31,44,41,21,159
E01020335,9,9,18,20,14,70
E01020336,8,5,7,12,10,42
E01020337,23,24,25,25,16,113
E01020338,17,24,33,28,12,115
E01020339,10,10,25,25,13,83
E01020340,12,13,24,25,13,86
E01020341,5,4,12,15,10,46
E01020342,12,13,21,21,9,76
E01032628,10,12,18,21,10,72
E01032657,50,23,20,13,6,112
E01032658,88,57,34,31,21,231
E01033232,13,32,25,9,2,80
E01033233,316,54,18,19,11,417
E01033234,14,28,19,12,4,77
E01033235,7,14,13,10,5,49
E01033236,8,7,9,6,7,36
E07000040,1011,1169,1601,1406,897,6084
