,,4,5,6,7,8,9
Area,Label,2007-2011,2008-2012,2009-2013,2010-2014,2011-2015,2012-2016
E92000001,England,,,,,,
E12000009,South West,,,,,,
E01015216,Torbay 006C,3.635708375,9.347015174,4.896931479,2.367138893,2.173638148,1.341607697
E01015217,Torbay 008A,0.395190776,0.391906394,0.434914791,0.477443982,0.368646783,0.257884014
E01015218,Torbay 006D,0.396911518,0.44816756,0.392330111,0.32826579,0.225836505,0.20734515
E01015219,Torbay 015A,0.307293449,0.371282194,0.301103488,0.282928462,0.274446542,0.261134789
E01015220,Torbay 015B,0.998289725,0.547306433,0.648455054,0.856916907,0.998371087,1.345013883
E01015221,Torbay 015C,1.507457461,1.030399927,0.580693886,0.568254595,0.276472475,0.325296741
E01015222,Torbay 015D,0.85530589,1.123095867,1.034927402,0.623644344,0.558942088,0.771297774
E01015223,Torbay 015E,4.035200017,8.315040101,10.98628457,4.576254375,2.800392723,1.288301604
E01015224,Torbay 011A,0.131279841,0.14205583,0.122287876,0.137010374,0.152178989,0.211125892
E01015225,Torbay 011B,0.395972133,0.407639244,0.667859175,0.66378801,1.278831991,1.945872899
E01015226,Torbay 011C,0.677419071,0.991236609,1.833917137,2.190910434,3.347034858,1.95016063
E01015227,Torbay 011D,0.6096328,0.729957714,0.478608672,0.462227831,0.411497654,0.379468766
E01015228,Torbay 011E,0.225825062,0.1948132,0.150563845,0.132988458,0.14523069,0.164288671
E01015229,Torbay 014A,0.19647919,0.180561112,0.209220117,0.212883527,0.16209439,0.167096637
E01015230,Torbay 011F,0.899635222,0.933464163,0.942396567,0.961172166,0.807215128,0.97943393
E01015231,Torbay 014B,0.162145813,0.202307017,0.185727513,0.173689546,0.150646071,0.143909972
E01015232,Torbay 014C,0.348368542,0.301137821,0.287877996,0.338185559,0.302705578,0.245988858
E01015233,Torbay 014D,0.211691938,0.248574594,0.220458081,0.238039608,0.252342355,0.246290724
E01015234,Torbay 014E,1.389391938,0.784510374,0.948581835,0.889998245,0.463059166,0.546490708
E01015235,Torbay 014F,0.145131719,0.17119772,0.193026691,0.194444782,0.173697088,0.164969162
E01015236,Torbay 002A,1.482933713,1.182854885,1.175522644,0.786325562,0.689182647,0.907261427
E01015237,Torbay 002B,0.610987316,1.093769502,0.748355247,1.372541163,1.571125507,1.532510228
E01015238,Torbay 002C,0.129659202,0.126983341,0.113063265,0.09817795,0.10808174,0.098889558
E01015239,Torbay 002D,0.132121572,0.141961162,0.141396707,0.132241851,0.119796602,0.108725272
E01015240,Torbay 005A,0.165799168,0.18537337,0.170359392,0.167319288,0.15189887,0.138128006
E01015241,Torbay 005B,0.318087158,0.275685757,0.305622309,0.342951761,0.312243859,0.329977259
E01015242,Torbay 005C,5.150562697,6.833278089,8.481735559,3.498251877,0.837359057,0.650626331
E01015243,Torbay 005D,0.789941591,0.991182323,2.943148701,1.388776277,0.998341703,1.337042042
E01015244,Torbay 018A,0.747628974,0.714851933,0.615767616,0.670222891,0.604680273,0.548820999
E01015245,Torbay 018B,2.615209229,6.390584625,9.774601991,12.02904089,2.451973789,1.03818787
E01015246,Torbay 018C,0.106352045,0.099939694,0.114034196,0.125583461,0.131952293,0.122984981
E01015247,Torbay 018D,0.743272421,1.05700695,2.806660785,2.07290874,2.408696169,2.871448993
E01015248,Torbay 018E,0.658673214,0.974708166,1.172219064,0.856814194,0.805255771,0.764192438
E01015249,Torbay 003A,0.919130464,0.475234985,0.58008173,0.522730793,0.465521547,0.616666527
E01015250,Torbay 003B,3.830040408,1.967851548,2.241758731,1.661350606,2.021404645,1.243590567
E01015251,Torbay 003C,1.001814186,0.716535802,0.873021584,0.703693307,0.562516384,0.704430544
E01015252,Torbay 003D,0.654309054,2.120624486,1.560560399,1.642493096,1.46980447,2.349751476
E01015253,Torbay 003E,1.766832837,1.588651255,0.120208921,0.176848391,1.077915297,2.790833491
E01015254,Torbay 003F,0.961078666,0.994240191,0.994046616,0.694130154,0.643430639,0.58252214
E01015255,Torbay 008B,0.230749727,0.285008027,0.402876446,0.531799298,0.621069639,0.620482955
E01015256,Torbay 008C,1.251672812,1.007544953,1.424937959,1.134360186,0.924606601,0.994291881
E01015257,Torbay 004A,0.62050508,1.071856742,1.579553921,2.248630629,2.320563184,1.123531894
E01015258,Torbay 004B,0.276221147,0.195551527,0.156762725,0.152182031,0.161344971,0.135745691
E01015259,Torbay 004C,2.339933051,2.607742052,1.41992898,1.00206512,0.321954838,0.222289218
E01015260,Torbay 004D,0.400847791,0.514593157,0.362205178,0.307236754,0.288886517,0.295216233
E01015261,Torbay 008D,0.368408937,0.389816335,0.462861556,0.451398536,0.378488224,0.385573206
E01015262,Torbay 001A,0.885540365,0.790729018,0.747459448,1.023135624,1.391684299,0.940731381
E01015263,Torbay 001B,6.42010253,2.377984667,0.993245363,0.837414945,0.658650422,0.54270299
E01015264,Torbay 001C,0.738050902,0.732018506,0.735452999,0.852718014,0.695367675,0.671622634
E01015265,Torbay 001D,0.926911903,1.056003074,1.53692728,1.903799666,1.560840499,1.385630052
E01015266,Torbay 001E,1.490105353,3.995964642,7.685654167,3.207753788,2.49296974,1.30103613
E01015267,Torbay 010A,0.230196552,0.265746566,0.260658092,0.340439348,0.448184575,0.514518289
E01015268,Torbay 010B,0.434925605,0.527453849,0.442851599,0.403940397,0.37146637,0.399747028
E01015269,Torbay 010C,0.118658059,0.119144556,0.104530921,0.112545764,0.104033961,0.096959921
E01015270,Torbay 010D,0.239451447,0.247714512,0.278735141,0.235686468,0.278447918,0.243489004
E01015271,Torbay 010E,0.703960579,0.521242928,0.446042574,0.375359868,0.345122978,0.369447873
E01019886,East Devon 005A,1.030435445,1.656869295,1.756252693,1.769878762,1.674280999,1.447042525
E01019887,East Devon 005B,0.304766767,0.297729921,0.345141278,0.511710721,0.582085368,0.482871506
E01019888,East Devon 005C,0.091246657,0.098963899,0.10130503,0.098879729,0.102460156,0.103699221
E01019889,East Devon 005D,1.385970916,1.292824541,1.727669226,1.847965446,1.146917633,0.923529691
E01019890,East Devon 009A,1.284283639,0.990088422,1.580265192,0.913648635,0.893374392,0.846118795
E01019891,East Devon 006A,0.093231087,0.128137415,0.179074965,0.192997394,0.148003384,0.142603713
E01019892,East Devon 006B,5.715576995,2.928633241,3.992573715,3.002385788,1.623128078,1.319877921
E01019893,East Devon 006C,0.543382558,0.523402675,0.317257576,0.314324728,0.329182761,0.312651573
E01019894,East Devon 017A,1.260701845,1.240245605,0.870672499,1.030983923,0.887102646,0.778677451
E01019895,East Devon 017B,0.515359733,0.538448658,0.50945177,0.443310607,0.578654417,0.541560354
E01019896,East Devon 017C,0.145155817,0.126523433,0.132811773,0.122389559,0.121826287,0.116387676
E01019897,East Devon 017D,1.41874512,1.430598995,1.550467179,1.038254821,0.96636841,0.783359658
E01019898,East Devon 014A,0.473167851,0.544418161,0.453123572,0.468042835,0.449528737,0.484082542
E01019899,East Devon 007A,0.269959647,0.197624172,0.166408141,0.201160775,0.196855722,0.246844733
E01019900,East Devon 007B,0.266924694,0.283412873,0.350426198,0.47435898,0.600683581,0.551489793
E01019901,East Devon 009B,2.013266855,2.040726187,2.130220898,2.116400759,2.022559854,2.361467529
E01019902,East Devon 001A,0.359339398,0.271333845,0.256515503,0.217557331,0.242023433,0.203346075
E01019903,East Devon 006D,1.312183307,1.353096125,1.58443873,1.369350893,1.310459765,1.470895012
E01019904,East Devon 015A,0.769056752,0.605486378,0.546992186,0.88963247,0.771496828,0.498876113
E01019905,East Devon 015B,5.258008838,17.35990629,68.43534357,31.23476538,10.11320756,5.360236576
E01019906,East Devon 015C,0.140611507,0.125613321,0.101712657,0.107658886,0.095215007,0.083907783
E01019907,East Devon 015D,1.350038447,0.577204293,0.584716406,0.588261371,0.573785504,0.473135637
E01019908,East Devon 016A,1.138354171,2.166449237,2.662004121,2.082329831,2.798824777,2.920011077
E01019909,East Devon 016B,0.854244913,0.892397707,1.39201211,1.449589018,1.784252469,2.54483942
