Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
E01015160,44,39,23,37,56,345
E01015161,46,47,26,40,48,327
E01015162,34,45,28,44,56,320
E01015163,44,43,29,48,44,335
E01015164,38,58,43,49,71,402
E01015165,29,47,32,50,47,324
E01015166,46,75,33,61,74,434
E01015167,29,39,34,57,49,348
E01015168,36,50,34,51,73,385
E01015169,53,38,31,90,55,401
E01015170,31,50,28,52,56,349
E01015171,35,51,32,49,66,401
E01015172,51,47,30,59,67,390
E01015173,38,47,32,52,61,373
E01015174,37,43,40,52,62,381
E01015175,40,44,31,56,51,333
E01015176,35,41,29,48,56,329
E01015177,40,47,31,63,60,356
E01015178,62,54,27,110,53,404
E01015179,55,37,31,85,42,322
E01015180,36,57,36,49,63,375
E01015181,54,59,32,66,76,440
E01015182,38,57,40,55,71,400
E01015183,46,30,26,37,48,326
E01015184,61,40,23,28,37,333
E01015185,46,38,22,34,46,324
E01015186,44,30,22,42,50,318
E01015187,55,48,24,29,48,358
E01015188,55,36,34,39,51,361
E01015189,33,26,20,34,43,267
E01015190,59,33,27,47,55,388
E01015191,35,39,38,52,52,346
E01015192,31,43,24,56,48,316
E01015193,40,31,22,37,45,282
E01015194,39,32,25,47,49,315
E01015195,39,41,32,54,65,375
E01015196,33,47,38,61,38,321
E01015197,58,35,26,34,49,357
E01015198,63,43,29,41,58,402
E01015199,54,36,27,28,51,349
E01015200,39,24,22,25,25,236
E01015201,39,39,20,39,54,335
E01015202,37,37,36,50,45,335
E01015203,37,31,26,41,40,305
E01015204,38,32,28,43,41,310
E01015205,38,35,29,37,48,326
E01015206,35,37,40,46,46,337
E01015207,35,38,33,49,54,352
E01015208,71,49,31,51,68,480
E01015209,41,37,26,39,46,307
E01015210,35,41,28,51,50,319
E01015211,39,37,32,37,48,323
E01015212,33,27,31,42,46,290
E01015213,30,39,28,43,52,309
E01015214,29,39,24,43,46,278
E01015215,35,38,28,51,43,319
E01015216,33,39,26,46,45,296
E01015217,40,37,31,43,54,345
E01015218,36,34,29,50,42,322
E01015219,49,47,24,36,42,325
E01015220,45,32,21,45,49,343
E01015221,47,39,32,43,49,347
E01015222,54,40,29,42,49,352
E01015223,33,24,25,44,49,295
E01015224,43,33,30,45,46,331
E01015225,40,34,32,52,47,341
E01015226,47,34,28,40,44,339
E01015227,41,40,34,44,51,354
E01015228,43,51,30,37,54,346
E01015229,40,42,48,41,35,338
E01015230,50,51,27,33,45,350
E01015231,36,46,30,54,58,376
E01015232,43,56,32,46,66,442
E01015233,36,43,28,39,46,321
E01015234,28,36,21,48,43,290
E01015235,66,65,40,38,51,448
E01015236,50,32,28,48,51,376
E01015237,34,31,21,48,40,290
E01015238,37,39,33,38,42,302
E01015239,53,54,47,30,46,376
E01015240,46,54,46,22,53,370
E01015241,44,40,32,45,39,325
E01015242,29,33,25,45,42,263
E01015243,38,38,27,32,47,315
E01015244,49,36,25,37,53,341
E01015245,45,37,19,43,42,314
E01015246,48,33,39,30,43,334
E01015247,50,52,30,58,56,418
E01015248,36,39,26,49,54,331
E01015249,33,38,35,50,48,319
E01015250,32,37,33,36,52,301
E01015251,34,24,22,45,37,272
E01015252,66,73,59,78,87,573
E01015253,36,46,34,53,50,346
E01015254,43,37,27,38,54,334
E01015255,38,32,28,55,57,370
E01015256,44,51,25,44,73,407
E01015257,36,26,26,46,46,284
E01015258,59,49,35,61,85,477
E01015259,26,38,24,51,38,279
E01015260,32,38,27,47,53,354
E01015261,45,53,39,55,77,460
E01015262,36,35,23,48,38,296
E01015263,34,42,24,51,40,299
E01015264,43,46,20,33,56,331
E01015265,55,38,24,37,44,352
E01015266,39,40,27,53,40,305
E01015267,40,49,33,35,58,405
E01015268,52,42,33,30,47,387
E01015269,49,46,34,40,56,405
E01015270,53,43,34,35,62,414
E01015271,57,43,27,35,52,370
E01019886,91,70,51,81,92,643
E01019887,42,47,30,40,47,324
E01019888,47,49,40,42,49,373
E01019889,53,45,36,41,55,384
E01019890,58,43,34,47,66,444
E01019891,31,33,28,54,50,335
E01019892,53,130,78,80,99,663
E01019893,62,55,44,72,65,503
E01019894,63,49,36,24,43,369
E01019895,58,40,28,29,50,365
E01019896,66,47,34,38,48,406
E01019897,44,33,40,41,41,333
E01019898,74,54,51,61,81,575
E01019899,45,36,23,44,41,316
E01019900,71,47,36,43,60,453
E01019901,49,29,19,36,48,325
E01019902,69,55,38,58,60,490
E01019903,56,46,44,68,62,483
E01019904,41,39,28,40,47,330
E01019905,58,32,42,67,67,474
E01019906,38,43,33,41,50,345
E01019907,48,49,27,39,41,359
E01019908,35,44,39,62,65,378
E01019909,63,45,39,48,59,440
E01019910,44,34,39,47,58,387
E01019911,62,56,33,28,54,386
E01019912,60,49,40,42,56,418
E01019913,62,57,57,29,41,419
E01019914,55,62,42,67,67,481
E01019915,61,51,45,41,59,428
E01019916,43,65,36,57,63,402
E01019917,35,37,40,48,54,339
E01019918,47,54,26,59,78,447
E01019919,36,49,35,50,55,354
E01019920,41,42,27,49,55,351
E01019921,42,40,35,48,45,344
E01019922,44,37,30,47,44,319
E01019923,35,32,27,34,39,282
E01019924,34,36,32,49,53,330
E01019925,32,29,30,41,38,281
E01019927,34,36,26,32,38,274
E01019928,32,38,32,44,46,315
E01019929,33,42,34,40,45,318
E01019930,36,53,30,34,50,329
E01019931,37,36,29,38,40,306
E01019932,53,42,37,49,52,383
E01019933,42,35,28,32,42,289
E01019934,61,58,43,41,63,439
E01019935,48,31,21,33,48,313
E01019936,42,27,19,29,36,274
E01019937,69,54,35,61,69,506
E01019938,70,50,34,68,83,557
E01019939,50,33,26,46,43,350
E01019940,58,36,27,49,46,386
E01019942,48,45,41,54,47,395
E01019943,45,41,31,49,50,365
E01019944,39,42,36,46,50,362
E01019945,64,50,37,80,80,534
E01019946,63,42,34,26,40,367
E01019947,54,62,48,38,67,438
E01019948,52,41,27,29,34,324
E01019949,54,52,35,31,41,359
E01019950,46,36,21,33,38,305
E01019951,82,61,37,58,69,545
E01019952,64,47,43,44,55,419
E01019953,61,47,26,35,51,375
E01019954,51,58,36,63,60,427
E01019955,54,48,32,45,46,382
E01019956,51,63,48,42,61,416
